REF_NO,REF_NO2,REF_NO3,DESCRIP,BRAND_LINE,BRAND_LIN2,SUPP_CODE,GROUP,MAINGROUP,MR_COST,AVE_COST,MR_LNDCOST,CURRENCY,UNITS,UNITS2,SUPP_UNIT,STK_LOC1,OP_AVCOST,MRK_COST,BATPROM1,PROMQTY,TOT_DAMQTY,LAST_RECDT,LAST_ISSDT,QTY_ORDER,EXPECTDTE,PRICE_WSCH,PRICE_RTCH,PRICE_VNCH,PRICE_UNIT,OPSTKLOC,OPENDTE,PURCCODE,SALECODE,IBCODE,BATCST1,BATLNDCST1,BATQTY1,BATDTE1,BATORD1,LAT_PRICE,CSOCODE,LST_INVNO,LST_GRVNO,CNT_ORIGN,DISCOUNT,OFF_PRICE,BAR_CODE,IB
CD-287304-9,CDIOR,,EDP,0052,0052,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,4.39,16.523,16.868,US$,100 ML,1,1,0,16.523,0,0,0,0,5/8/2002,7/29/2004,48,1/26/2002,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,4.39,16.8676,48,5/8/2002,10-4288,0,,080949,    4348,FRANCE,0,0,,
CD-232035,CDIOR,,DUSTING POWDER TESTER,0062,0062,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,120 GMS,1,1,0,0,0,11,-1,0,8/19/1995,7/29/2004,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,8/19/1995,10-2663,0,,30353,    2157,FRANCE,0,0,,
CD-233526009,CDIOR,,BODY MIST NATURAL SPRAY,0062,0062,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,8,0,0,7/10/1997,5/21/2001,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/10/1997,10-3133,0,,301798,    3407,FRANCE,0,0,,
CD-235358,CDIOR,,BODY CREAM,0062,0062,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,200 ML,1,1,0,0,0,24,0,0,7/24/1996,5/21/2001,48,3/5/1999,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,-16,7/24/1996,10-2898,0,,11451,    2673,FRANCE,0,0,,
CD-236358,CDIOR,,BODY LOTION,0062,0062,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,200 ML,1,1,0,0,0,12,0,0,12/5/1998,5/21/2001,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,12/5/1998,10-3505,0,,111220-222,    4499,FRANCE,0,0,,
CD-2863049-9,CDIOR,,EDT NATURAL SPRAY,0062,0062,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,100 ML,1,1,0,0,0,50,0,0,5/8/1996,1/17/1999,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,5/8/1996,10-2864,0,,303814,    2908,FRANCE,0,0,,
CD-286304939,CDIOR,F286304939,EDT NATURAL SPRAY,0062,0062,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,4.23,11.9,16.428,USD,100 ML,1,1,90,11.9,0,2,65,0,12/16/2007,11/16/2017,160,10/25/1999,0,0,0,1,90,1/1/2018,18-120,19-120,25-120,4.23,16.428,2,12/16/2007,10-6768,0,,90701928,    6108,FRANCE,0,0,,
CD-161103000,CDIOR,F161103000,EDT VAPO,0071,0071,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0.22,0.417,0.845,US$,1.2 ML,1,1,0,0.417,0,0,-25,0,12/23/2000,11/14/2001,2000,3/5/1999,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0.22,0.8448,1000,12/23/2000,10-3862,0,,90375335,    5719,FRANCE,0,0,,
CD-251095000,CDIOR,,DUSTING POWDER,0072,0072,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,3,-1,0,7/10/1997,1/29/2003,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/10/1997,10-3133,0,,301798,    3409,FRANCE,0,0,,
CD-261024009,CDIOR,F261024009,EDT VAPO,0072,0072,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,3.99,4.869,15.496,USD,100 ML,1,1,14,4.869,0,2,53,0,4/4/2016,7/4/2016,630,10/25/1999,0,0,0,1,14,1/1/2018,18-120,19-120,25-120,3.99,15.496,2,4/4/2016,10-2739,0,,90610128,    5969,FRANCE,0,0,,
CD-281003009,CDIOR,,PERFUMED VAPO,0072,0072,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,3.99,15.331,15.331,US$,50 ML,1,1,0,15.331,0,0,0,0,5/8/2002,6/19/2002,48,1/26/2002,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,3.99,15.3307,48,5/8/2002,10-4288,0,,080949,    4348,FRANCE,0,0,,
CD-165793,CDIOR,,BODY & HAIR SHAMPOO IN CARD,0101,0101,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,195,0,0,50,0,0,8/19/1995,8/13/1996,0,,0,0,0,1,195,1/1/2018,18-120,19-120,25-120,0,0,0,8/19/1995,10-2663,0,,30353,    2156,FRANCE,0,0,,
CD-197111000,CDIOR,,EAV SAVAGE EDT NAT SPRAY,0101,0101,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,70,0,0,500,0,0,11/18/1996,1/25/2001,0,,0,0,0,1,70,1/1/2018,18-120,19-120,25-120,0,0,0,11/18/1996,10-2974,0,,101378,    3171,FRANCE,0,0,,
CD-197147,CDIOR,,EDT BOTTLE,0101,0101,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,10 ML,1,1,0,0,0,500,-12,0,8/2/1995,2/8/2011,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,8/2/1995,10-2683,0,,121177,    1988,FRANCE,0,0,,
CD-287046-9,CDIOR,F287046009,EDT,0102,0102,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,3.95,2.107,15.32,USD,100 ML,1,1,447,2.107,0,2,36,0,7/16/2014,11/16/2017,780,10/25/1999,0,0,0,1,448,1/1/2018,18-120,19-120,25-120,3.95,15.32,2,7/16/2014,10-1383,3.82,,90610128,    5971,FRANCE,0,0,,
CD-287724-9,CDIOR,F287724009,EDT,0112,0112,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,4.81,4.347,18.694,USD,100 ML,1,1,291,4.347,0,12,53,0,2/3/2010,11/16/2017,738,11/25/1996,0,0,0,1,291,1/1/2018,18-120,19-120,25-120,4.81,18.694,12,2/3/2010,10-7764,4.83,,90610128,    5971,FRANCE,0,0,,
CD-165634-2,CDIOR,,AFTER-SHAVE BALM,0131,0131,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,100,0,0,7/4/1993,8/13/1996,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/4/1993,10-2038,0,,304821,    1035,FRANCE,0,0,,
CD-165640002,CDIOR,,DAILY MOISTURE COMPLEX,0131,0131,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,200,0,0,7/10/1997,8/13/1996,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/10/1997,10-3133,0,,301798,    3407,FRANCE,0,0,,
CD-165650002,CDIOR,,SOOTHING A/SHAVE GEL,0131,0131,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,163,0,0,250,0,0,7/10/1997,5/23/2003,0,,0,0,0,1,163,1/1/2018,18-120,19-120,25-120,0,0,0,7/10/1997,10-3133,0,,301798,    3407,FRANCE,0,0,,
CD-165670002,CDIOR,,BODY & HAIR SHAMPOO,0131,0131,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,175,0,0,250,0,0,7/10/1997,5/23/2003,0,,0,0,0,1,175,1/1/2018,18-120,19-120,25-120,0,0,0,7/10/1997,10-3133,0,,301798,    3407,FRANCE,0,0,,
CD-166110,CDIOR,,EDT VIALS,0131,0131,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,600,-1135,0,7/10/1997,3/26/2001,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/10/1997,10-3133,0,,301798,    3407,FRANCE,0,0,,
CD-166113,CDIOR,,FAHRENHEIT EDT NAT SPARY,0131,0131,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,475,0,0,8/19/1995,1/24/2018,0,,0,0,0,1,190,1/1/2018,18-120,19-120,25-120,0,0,0,8/19/1995,10-2663,0,,500143,    2429,FRANCE,0,0,,
CD-166122000,CDIOR,,FAHRENHEIT EDT NAT SPR,0131,0131,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,1.2 ML,1,1,0,0,0,1500,-25,0,4/10/1997,9/6/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,4/10/1997,10-3070,0,,301798,    3407,FRANCE,0,0,,
CD-166157,CDIOR,,EDT SAMPLES,0131,0131,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,10 ML,1,1,0,0,0,1200,-10,0,8/2/1995,2/8/2011,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,8/2/1995,10-2683,0,,121177,    1988,FRANCE,0,0,,
CD-166158002,CDIOR,,AFTER-SHAVE BOTTLE,0131,0131,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,10 ML,1,1,190,0,0,300,0,0,8/2/1995,4/12/2009,0,,0,0,0,1,190,1/1/2018,18-120,19-120,25-120,0,0,0,8/2/1995,10-2683,0,,121177,    1988,FRANCE,0,0,,
CD-285643000,CDIOR,,DAILY MOISTURE COMPLEX,0132,0132,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,8,0,0,7/10/1997,9/28/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/10/1997,10-3133,0,,061784,    3675,FRANCE,0,0,,
CD-285653000,CDIOR,,SOOTHING A/SHAVE GEL,0132,0132,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,4,0,0,2/15/1996,1/29/2003,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,2/15/1996,10-2747,0,,11451,    2673,FRANCE,0,0,,
CD-285686000,CDIOR,,REFRESHING BODY SPLASH,0132,0132,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,14,0,0,7/10/1997,5/22/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/10/1997,10-3133,0,,301798,    3409,FRANCE,0,0,,
CD-286624-9,CDIOR,F286624009,EDT VAPO,0132,0132,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,2.28,8.752,8.777,US$,100 ML,1,1,0,8.752,0,0,-180,0,5/24/2001,7/9/2001,2460,10/25/1999,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,2.28,8.7769,240,5/24/2001,10-4065,2.28,,90610128,    5971,FRANCE,0,0,,
CD-244616,CDIOR,,WHITENING LOTION,0136,0136,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,200 ML,1,1,0,0,0,14,0,0,8/19/1995,5/22/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,8/19/1995,10-2663,0,,302447,    2160,FRANCE,0,0,,
CD-151825-916,CDIOR,,5 COLOUR EYE SHADOW,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,3,0,0,7/8/1992,2/7/1996,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/8/1992,10-PROM,0,,060902,     341,FRANCE,0,0,,
CD-255590-410,CDIOR,,HYDRATING CONCEALER,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,6,0,0,7/14/1999,11/17/1999,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/14/1999,10-3643,0,,061570-573,    4889,FRANCE,0,0,,
CD-255590-430,CDIOR,,HYDRATING CONCEALER,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,6,0,0,7/14/1999,11/3/2008,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/14/1999,10-3643,0,,061570-573,    4889,FRANCE,0,0,,
CD-255590-520,CDIOR,,HYDRATING CONCEALER,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,6,0,0,7/14/1999,11/3/2008,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/14/1999,10-3643,0,,061570-573,    4889,FRANCE,0,0,,
CD-255590-800,CDIOR,,HYDRATING CONCEALER,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,12,0,0,5/7/1998,2/2/2009,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,5/7/1998,10-3352,0,,302353,    4173,FRANCE,0,0,,
CD-255720-514,CDIOR,F2557200514,EFFETS D'OMBRES REFILL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,9,0,0,7/24/1996,6/7/1999,3,5/23/1996,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,-6,7/24/1996,10-2898,0,,04105,    2751,FRANCE,0,0,,
CD-255720-914,CDIOR,F2557200914,EFFETS D'OMBRES REFILL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,3,0,0,5/7/1998,7/29/2004,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,5/7/1998,10-3352,0,,302353,    4173,FRANCE,0,0,,
CD-255730-050,CDIOR,,5 COLOUR EYE SHADOW REFILL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,10,0,0,12/25/1996,10/16/2001,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,12/25/1996,10-3022,0,,101378,    3150,FRANCE,0,0,,
CD-255730-205,CDIOR,,5 COLOUR EYE SHADOW REFILL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,6,0,0,7/14/1999,7/29/2004,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/14/1999,10-3643,0,,061570-573,    4891,FRANCE,0,0,,
CD-255730-210,CDIOR,,5 COLOUR EYE SHADOW,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,10,0,0,12/25/1996,7/29/2004,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,12/25/1996,10-3022,0,,120771-73,    3267,FRANCE,0,0,,
CD-255730-705,CDIOR,,5 COLOUR EYE SHADOW REFILL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,10,0,0,12/25/1996,7/29/2004,4,5/23/1996,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,12/25/1996,10-3022,0,,70804,    3074,FRANCE,0,0,,
CD-255730-710,CDIOR,,5 COLOUR EYE SHADOW,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,10,0,0,12/25/1996,7/29/2004,3,5/23/1996,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,12/25/1996,10-3022,0,,70804,    3074,FRANCE,0,0,,
CD-255730-810,CDIOR,,5 COLOUR EYE SHADOW,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,10,0,0,12/25/1996,7/29/2004,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,12/25/1996,10-3022,0,,120771-73,    3267,FRANCE,0,0,,
CD-255730-916,CDIOR,,5 COLOUR EYE SHADOW REFILL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,6,0,0,5/7/1998,10/16/2001,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,5/7/1998,10-3352,0,,302353,    4173,FRANCE,0,0,,
CD-272410-099,CDIOR,,MASCARA FASCINATION,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.6,5.434,6.148,US$,PCS,1,1,0,5.434,0,0,-12,0,5/8/2002,9/7/2005,78,5/23/1996,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.6,6.1476,60,5/8/2002,10-4288,0,,081347,    4976,FRANCE,0,0,,
CD-272410-189,CDIOR,,MASCARA FASCINATION,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.6,2.17,6.148,US$,PCS,1,1,0,2.17,0,0,0,0,5/8/2002,9/7/2005,18,5/23/1996,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.6,6.1476,12,5/8/2002,10-4288,0,,061570-573,    4893,FRANCE,0,0,,
CD-272410-299,CDIOR,,MASCARA FASCINATION,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.46,2.404,5.61,US$,PCS,1,1,0,2.404,0,0,0,0,5/8/2002,9/7/2005,18,5/23/1996,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.46,5.6097,12,5/8/2002,10-4288,0,,061570-573,    4893,FRANCE,0,0,,
CD-272410-799,CDIOR,,MASCARA FASCINATION,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.46,2.493,5.61,US$,PCS,1,1,0,2.493,0,0,0,0,5/8/2002,9/7/2005,18,5/23/1996,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.46,5.6097,12,5/8/2002,10-4288,0,,061570-573,    4893,FRANCE,0,0,,
CD-272410-899,CDIOR,,MASCARA FASCINATION,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.6,2.544,6.148,US$,PCS,1,1,0,2.544,0,0,0,0,5/8/2002,9/7/2005,18,5/23/1996,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.6,6.1476,12,5/8/2002,10-4288,0,,061570-573,    4893,FRANCE,0,0,,
CD-272610-057,CDIOR,F272610057,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0.69,1.537,2.647,US$,PCS,1,1,0,1.537,0,0,0,0,7/2/2000,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0.69,2.6472,18,7/2/2000,10-3768,0,,90170067-7,    5469,FRANCE,0,0,,
CD-272610-090,CDIOR,,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,15,0,0,9/6/1998,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,9/6/1998,10-3370,0,,080949,    4348,FRANCE,0,0,,
CD-272610-167,CDIOR,,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,51,0,0,6,0,0,5/7/1998,9/18/2000,0,,0,0,0,1,51,1/1/2018,18-120,19-120,25-120,0,0,0,5/7/1998,10-3352,0,,302353,    4175,FRANCE,0,0,,
CD-272610-187,CDIOR,,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,3,0,0,7/4/1993,6/7/1999,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/4/1993,10-2038,0,,309343,     645,FRANCE,0,0,,
CD-272610-293,CDIOR,,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0.69,1.324,2.647,US$,PCS,1,1,39,1.324,0,0,0,0,7/2/2000,9/18/2000,3,5/23/1996,0,0,0,1,39,1/1/2018,18-120,19-120,25-120,0.69,2.6472,18,7/2/2000,10-3768,0,,90170067-7,    5469,FRANCE,0,0,,
CD-272610-473,CDIOR,F272610473,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0.69,1.869,2.647,US$,PCS,1,1,0,1.869,0,0,0,0,7/2/2000,9/18/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0.69,2.6472,24,7/2/2000,10-3768,0,,90170067-7,    5469,FRANCE,0,0,,
CD-272610-493,CDIOR,,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,12,0,0,7/14/1999,9/18/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,7/14/1999,10-3643,0,,061570-573,    4893,FRANCE,0,0,,
CD-272610-497,CDIOR,,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,10,0,0,1/9/1993,6/7/1999,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,1/9/1993,10-1915,0,,309343,     645,FRANCE,0,0,,
CD-272610-597,CDIOR,,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,2,0,0,3/23/1995,9/18/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,3/23/1995,10-2553,0,,30353,    2158,FRANCE,0,0,,
CD-272610-893,CDIOR,,EYE LINER PENCIL,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0.69,1.361,2.647,US$,PCS,1,1,0,1.361,0,0,0,0,7/2/2000,9/18/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0.69,2.6472,18,7/2/2000,10-3768,0,,90170067-7,    5469,FRANCE,0,0,,
CD-273310-090,CDIOR,,MASCARA PARFAIT,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.18,1.094,4.531,US$,PCS,1,1,0,1.094,0,0,0,0,12/23/2000,7/29/2004,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.18,4.5314,35,12/23/2000,10-3862,0,,904248487,    5748,FRANCE,0,0,,
CD-273310-158,CDIOR,,MASCARA PARFAIT,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,6,0,0,10/17/1991,6/7/1999,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,10/17/1991,10-1588,0,,306550,    4352,FRANCE,0,0,,
CD-273310-168,CDIOR,,MASCARA PARFAIT,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,18,0,0,12/5/1998,1/29/2003,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,12/5/1998,10-3505,0,,111220-222,    4500,FRANCE,0,0,,
CD-273310-258,CDIOR,,MASCARA PARFAIT,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.2,2.441,4.611,US$,PCS,1,1,0,2.441,0,0,0,0,5/8/2002,7/29/2004,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.2,4.6107,18,5/8/2002,10-4288,0,,061570-573,    4893,FRANCE,0,0,,
CD-273310-288,CDIOR,,MASCARA PARFAIT,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.18,3.399,4.531,US$,PCS,1,1,0,3.399,0,0,0,0,12/23/2000,1/29/2003,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.18,4.5314,12,12/23/2000,10-3862,0,,904248487,    5748,FRANCE,0,0,,
CD-273310-298,CDIOR,,MASCARA PARFAIT,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.2,3.994,4.611,US$,PCS,1,1,0,3.994,0,0,0,0,5/8/2002,7/29/2004,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.2,4.6107,18,5/8/2002,10-4288,0,,9049113,    5827,FRANCE,0,0,,
CD-273310-678,CDIOR,,MASCARA PARFAIT,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,1,0,0,3/23/1995,9/18/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,3/23/1995,10-2553,0,,30353,    2158,FRANCE,0,0,,
CD-273310-698,CDIOR,,MASCARA PARFAIT,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,1.2,4.388,4.632,US$,PCS,1,1,0,4.388,0,0,0,0,8/13/2002,7/29/2004,18,1/26/2002,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.2,4.6317,18,8/13/2002,10-4346,0,,121017-21,    4604,FRANCE,0,0,,
CD-273580-090,CDIOR,,WATER PROOF MASCARA,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,12,0,0,9/9/1999,9/18/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,9/9/1999,10-3651,0,,081347,    4976,FRANCE,0,0,,
CD-273580-278,CDIOR,,WATER PROOF MASCARA,0152,0152,16-120P,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,US$,PCS,1,1,0,0,0,1,0,0,3/23/1995,9/18/2000,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,0,3/23/1995,10-2553,0,,30353,    2158,FRANCE,0,0,,
